DepartamentoDePredio,MunicipioDelPredio,CodigoDANE,GrupoEtarioSelSolicitante,NumeroDeSolicitantes
Antioquia,Zaragoza,5895,Mujer,117
Putumayo,Orito,86320,Hombre,577
Antioquia,El Bagre,5250,Mujer,442
Putumayo,Orito,86320,NoReporta,1
Amazonas,La Pedrera,91407,Mujer,0
Amazonas,El Encanto,91263,Hombre,0
Amazonas,El Encanto,91263,Mujer,4
Amazonas,La Chorrera,91405,Hombre,1
Amazonas,La Pedrera,91407,Hombre,2
Amazonas,La Victoria,91430,Hombre,4
Amazonas,La Victoria,91430,Mujer,1
Amazonas,Leticia,91001,Hombre,1
Amazonas,Leticia,91001,Mujer,8
Amazonas,Miriti - Paraná,91460,Hombre,1
Amazonas,Puerto Alegría,91530,Mujer,5
Amazonas,Puerto Arica,91536,Hombre,0
Amazonas,Puerto Arica,91536,Mujer,2
Amazonas,Puerto Santander,91669,Hombre,10
Amazonas,Puerto Santander,91669,Mujer,6
Amazonas,Tarapacá,91798,Hombre,1
Antioquia,Abejorral,5002,Hombre,41
Antioquia,Abejorral,5002,Mujer,21
Antioquia,Abejorral,5002,Privada,11
Antioquia,Abriaquí,5004,Hombre,12
Antioquia,Abriaquí,5004,Mujer,3
Antioquia,Alejandría,5021,Hombre,25
Antioquia,Alejandría,5021,Mujer,8
Antioquia,Amagá,5030,Hombre,10
Antioquia,Amagá,5030,Mujer,9
Antioquia,Amalfi,5031,Hombre,71
Antioquia,Amalfi,5031,Mujer,44
Antioquia,Andes,5034,Hombre,16
Antioquia,Andes,5034,Mujer,15
Antioquia,Angelópolis,5036,Hombre,9
Antioquia,Angelópolis,5036,Mujer,7
Antioquia,Angostura,5038,Hombre,21
Antioquia,Angostura,5038,Mujer,30
Antioquia,Anorí,5040,Hombre,75
Antioquia,Anorí,5040,Mujer,49
Antioquia,Anza,5044,Hombre,10
Antioquia,Anza,5044,Mujer,11
Antioquia,Apartadó,5045,Hombre,375
Antioquia,Apartadó,5045,Mujer,380
Antioquia,Apartadó,5045,Privada,1
Antioquia,Arboletes,5051,Hombre,309
Antioquia,Arboletes,5051,Mujer,207
Antioquia,Arboletes,5051,Privada,1
Antioquia,Argelia,5055,Hombre,216
Antioquia,Argelia,5055,Mujer,161
Antioquia,Argelia,5055,Privada,1
Antioquia,Armenia,5059,Hombre,6
Antioquia,Armenia,5059,Mujer,11
Antioquia,Barbosa,5079,Hombre,25
Antioquia,Barbosa,5079,Mujer,26
Antioquia,Bello,5088,Hombre,76
Antioquia,Bello,5088,Mujer,95
Antioquia,Belmira,5086,Hombre,7
Antioquia,Betania,5091,Hombre,35
Antioquia,Betania,5091,Mujer,21
Antioquia,Betulia,5093,Hombre,36
Antioquia,Betulia,5093,Mujer,29
Antioquia,Briceño,5107,Hombre,51
Antioquia,Briceño,5107,Mujer,50
Antioquia,Buriticá,5113,Hombre,14
Antioquia,Buriticá,5113,Mujer,10
Antioquia,Cáceres,5120,Hombre,515
Antioquia,Cáceres,5120,Mujer,549
Antioquia,Cáceres,5120,NoReporta,3
Antioquia,Caicedo,5125,Hombre,4
Antioquia,Caicedo,5125,Mujer,7
Antioquia,Caldas,5129,Hombre,13
Antioquia,Caldas,5129,Mujer,13
Antioquia,Campamento,5134,Hombre,27
Antioquia,Campamento,5134,Mujer,13
Antioquia,Cañasgordas,5138,Hombre,52
Antioquia,Cañasgordas,5138,Mujer,68
Antioquia,Caracolí,5142,Hombre,2
Antioquia,Caracolí,5142,Mujer,4
Antioquia,Caramanta,5145,Hombre,12
Antioquia,Caramanta,5145,Mujer,9
Antioquia,Carepa,5147,Hombre,150
Antioquia,Carepa,5147,Mujer,90
Antioquia,Carepa,5147,NoReporta,1
Antioquia,Carepa,5147,Privada,4
Antioquia,Carolina,5150,Hombre,1
Antioquia,Caucasia,5154,Hombre,182
Antioquia,Caucasia,5154,Mujer,226
Antioquia,Caucasia,5154,NoReporta,3
Antioquia,Caucasia,5154,Privada,2
Antioquia,Chigorodó,5172,Hombre,267
Antioquia,Chigorodó,5172,Mujer,204
Antioquia,Chigorodó,5172,Privada,0
Antioquia,Cisneros,5190,Hombre,1
Antioquia,Cisneros,5190,Mujer,2
Antioquia,Ciudad Bolívar,5101,Hombre,24
Antioquia,Ciudad Bolívar,5101,Mujer,21
Antioquia,Cocorná,5197,Hombre,139
Antioquia,Cocorná,5197,Mujer,152
Antioquia,Concepción,5206,Hombre,25
Antioquia,Concepción,5206,Mujer,2
Antioquia,Concordia,5209,Hombre,23
Antioquia,Concordia,5209,Mujer,11
Antioquia,Copacabana,5212,Hombre,11
Antioquia,Copacabana,5212,Mujer,10
Antioquia,Dabeiba,5234,Hombre,284
Antioquia,Dabeiba,5234,Mujer,240
Antioquia,Don Matías,5237,Hombre,1
Antioquia,Don Matías,5237,Mujer,5
Antioquia,Ebéjico,5240,Hombre,5
Antioquia,Ebéjico,5240,Mujer,2
Antioquia,El Bagre,5250,Hombre,474
Antioquia,El Carmen De Viboral,5148,Hombre,90
Antioquia,El Carmen De Viboral,5148,Mujer,63
Antioquia,El Carmen De Viboral,5148,Privada,1
Antioquia,El Santuario,5697,Hombre,11
Antioquia,El Santuario,5697,Mujer,9
Antioquia,Entrerrios,5264,Hombre,7
Antioquia,Entrerrios,5264,Mujer,3
Antioquia,Envigado,5266,Hombre,11
Antioquia,Envigado,5266,Mujer,3
Antioquia,Fredonia,5282,Hombre,12
Antioquia,Fredonia,5282,Mujer,2
Antioquia,Frontino,5284,Hombre,97
Antioquia,Frontino,5284,Mujer,80
Antioquia,Giraldo,5306,Hombre,10
Antioquia,Giraldo,5306,Mujer,10
Antioquia,Girardota,5308,Hombre,32
Antioquia,Girardota,5308,Mujer,16
Antioquia,Gómez Plata,5310,Hombre,11
Antioquia,Gómez Plata,5310,Mujer,12
Antioquia,Granada,5313,Hombre,575
Antioquia,Granada,5313,Mujer,447
Antioquia,Granada,5313,NoReporta,2
Antioquia,Guadalupe,5315,Hombre,5
Antioquia,Guadalupe,5315,Mujer,3
Antioquia,Guarne,5318,Hombre,18
Antioquia,Guarne,5318,Mujer,23
Antioquia,Guatapé,5321,Hombre,14
Antioquia,Guatapé,5321,Mujer,6
Antioquia,Heliconia,5347,Hombre,37
Antioquia,Heliconia,5347,Mujer,38
Antioquia,Hispania,5353,Hombre,2
Antioquia,Itaguí,5360,Hombre,12
Antioquia,Itaguí,5360,Mujer,12
Antioquia,Ituango,5361,Hombre,183
Antioquia,Ituango,5361,Mujer,144
Antioquia,Ituango,5361,NoReporta,1
Antioquia,Jardín,5364,Hombre,5
Antioquia,Jardín,5364,Mujer,1
Antioquia,Jericó,5368,Hombre,6
Antioquia,Jericó,5368,Mujer,2
Antioquia,La Ceja,5376,Hombre,3
Antioquia,La Ceja,5376,Mujer,4
Antioquia,La Estrella,5380,Hombre,4
Antioquia,La Estrella,5380,Mujer,5
Antioquia,La Pintada,5390,Hombre,5
Antioquia,La Pintada,5390,Mujer,2
Antioquia,La Unión,5400,Hombre,22
Antioquia,La Unión,5400,Mujer,14
Antioquia,Liborina,5411,Hombre,7
Antioquia,Liborina,5411,Mujer,1
Antioquia,Maceo,5425,Hombre,55
Antioquia,Maceo,5425,Mujer,35
Antioquia,Marinilla,5440,Hombre,5
Antioquia,Marinilla,5440,Mujer,5
Antioquia,Marinilla,5440,NoReporta,1
Antioquia,MEDELLÍN,5001,Hombre,400
Antioquia,MEDELLÍN,5001,Mujer,650
Antioquia,MEDELLÍN,5001,NoReporta,2
Antioquia,MEDELLÍN,5001,Privada,2
Antioquia,Montebello,5467,Hombre,261
Antioquia,Montebello,5467,Mujer,205
Antioquia,Montebello,5467,Privada,1
Antioquia,Murindó,5475,Hombre,7
Antioquia,Murindó,5475,Mujer,5
Antioquia,Mutatá,5480,Hombre,361
Antioquia,Mutatá,5480,Mujer,276
Antioquia,Mutatá,5480,Privada,5
Antioquia,Nariño,5483,Hombre,108
Antioquia,Nariño,5483,Mujer,93
Antioquia,Nechí,5495,Hombre,223
Antioquia,Nechí,5495,Mujer,165
Antioquia,Necoclí,5490,Hombre,457
Antioquia,Necoclí,5490,Mujer,274
Antioquia,Olaya,5501,Hombre,2
Antioquia,Olaya,5501,Mujer,3
Antioquia,Peñol,5541,Hombre,14
Antioquia,Peñol,5541,Mujer,18
Antioquia,Peque,5543,Hombre,17
Antioquia,Peque,5543,Mujer,27
Antioquia,Pueblorrico,5576,Hombre,9
Antioquia,Pueblorrico,5576,Mujer,8
Antioquia,Puerto Berrío,5579,Hombre,36
Antioquia,Puerto Berrío,5579,Mujer,38
Antioquia,Puerto Berrío,5579,Privada,1
Antioquia,Puerto Nare,5585,Hombre,35
Antioquia,Puerto Nare,5585,Mujer,19
Antioquia,Puerto Nare,5585,NoReporta,1
Antioquia,Puerto Triunfo,5591,Hombre,57
Antioquia,Puerto Triunfo,5591,Mujer,14
Antioquia,Puerto Triunfo,5591,NoReporta,1
Antioquia,Remedios,5604,Hombre,109
Antioquia,Remedios,5604,Mujer,99
Antioquia,Remedios,5604,NoReporta,1
Antioquia,Remedios,5604,Privada,1
Antioquia,Retiro,5607,Hombre,9
Antioquia,Retiro,5607,Mujer,4
Antioquia,Rionegro,5615,Hombre,12
Antioquia,Rionegro,5615,Mujer,10
Antioquia,Sabanalarga,5628,Hombre,18
Antioquia,Sabanalarga,5628,Mujer,17
Antioquia,Salgar,5642,Hombre,56
Antioquia,Salgar,5642,Mujer,42
Antioquia,San Andrés,5647,Hombre,30
Antioquia,San Andrés,5647,Mujer,32
Antioquia,San Carlos,5649,Hombre,932
Antioquia,San Carlos,5649,Mujer,690
Antioquia,San Carlos,5649,NoReporta,1
Antioquia,San Carlos,5649,Privada,3
Antioquia,San Francisco,5652,Hombre,102
Antioquia,San Francisco,5652,Mujer,106
Antioquia,San Jerónimo,5656,Hombre,13
Antioquia,San Jerónimo,5656,Mujer,7
Antioquia,San Jerónimo,5656,NoReporta,1
Antioquia,San José De La Montaña,5658,Hombre,1
Antioquia,San José De La Montaña,5658,Mujer,1
Antioquia,San Juan De Urabá,5659,Hombre,16
Antioquia,San Juan De Urabá,5659,Mujer,18
Antioquia,San Luis,5660,Hombre,187
Antioquia,San Luis,5660,Mujer,164
Antioquia,San Pedro,5664,Hombre,3
Antioquia,San Pedro,5664,Mujer,3
Antioquia,San Pedro de Urabá,5665,Hombre,197
Antioquia,San Pedro de Urabá,5665,Mujer,166
Antioquia,San Pedro de Urabá,5665,NoReporta,1
Antioquia,San Rafael,5667,Hombre,131
Antioquia,San Rafael,5667,Mujer,98
Antioquia,San Roque,5670,Hombre,123
Antioquia,San Roque,5670,Mujer,112
Antioquia,San Roque,5670,Privada,1
Antioquia,San Vicente,5674,Hombre,12
Antioquia,San Vicente,5674,Mujer,9
Antioquia,Santa Bárbara,5679,Hombre,15
Antioquia,Santa Bárbara,5679,Mujer,15
Antioquia,Santa Rosa De Osos,5686,Hombre,16
Antioquia,Santa Rosa De Osos,5686,Mujer,5
Antioquia,Santafé De Antioquia,5042,Hombre,14
Antioquia,Santafé De Antioquia,5042,Mujer,12
Antioquia,Santo Domingo,5690,Hombre,34
Antioquia,Santo Domingo,5690,Mujer,40
Antioquia,Segovia,5736,Hombre,79
Antioquia,Segovia,5736,Mujer,60
Antioquia,Sonsón,5756,Hombre,252
Antioquia,Sonsón,5756,Mujer,232
Antioquia,Sopetrán,5761,Hombre,6
Antioquia,Sopetrán,5761,Mujer,4
Antioquia,Támesis,5789,Hombre,32
Antioquia,Támesis,5789,Mujer,41
Antioquia,Tarazá,5790,Hombre,277
Antioquia,Tarazá,5790,Mujer,307
Antioquia,Tarso,5792,Hombre,10
Antioquia,Tarso,5792,Mujer,6
Antioquia,Titiribí,5809,Hombre,2
Antioquia,Titiribí,5809,Mujer,1
Antioquia,Toledo,5819,Hombre,19
Antioquia,Toledo,5819,Mujer,9
Antioquia,Toledo,5819,NoReporta,1
Antioquia,Turbo,5837,Hombre,1480
Antioquia,Turbo,5837,Lgbti,1
Antioquia,Turbo,5837,Mujer,953
Antioquia,Turbo,5837,NoReporta,6
Antioquia,Turbo,5837,Privada,4
Antioquia,Uramita,5842,Hombre,26
Antioquia,Uramita,5842,Mujer,13
Antioquia,Urrao,5847,Hombre,118
Antioquia,Urrao,5847,Mujer,81
Antioquia,Valdivia,5854,Hombre,63
Antioquia,Valdivia,5854,Mujer,62
Antioquia,Valdivia,5854,Privada,2
Antioquia,Valparaíso,5856,Hombre,2
Antioquia,Valparaíso,5856,Mujer,3
Antioquia,Vegachí,5858,Hombre,45
Antioquia,Vegachí,5858,Mujer,57
Antioquia,Venecia,5861,Hombre,6
Antioquia,Venecia,5861,Mujer,7
Antioquia,Vigía Del Fuerte,5873,Hombre,24
Antioquia,Vigía Del Fuerte,5873,Mujer,11
Antioquia,Vigía Del Fuerte,5873,NoReporta,1
Antioquia,Yalí,5885,Hombre,24
Antioquia,Yalí,5885,Mujer,18
Antioquia,Yarumal,5887,Hombre,42
Antioquia,Yarumal,5887,Mujer,45
Antioquia,Yolombó,5890,Hombre,65
Antioquia,Yolombó,5890,Mujer,58
Antioquia,Yondó,5893,Hombre,157
Antioquia,Yondó,5893,Mujer,86
Antioquia,Yondó,5893,NoReporta,2
Antioquia,Zaragoza,5895,Hombre,110
Antioquia,Zaragoza,5895,NoReporta,1
Arauca,Arauca,81001,Hombre,80
Arauca,Arauca,81001,Mujer,63
Arauca,Arauquita,81065,Hombre,245
Arauca,Arauquita,81065,Mujer,152
Arauca,Arauquita,81065,NoReporta,1
Arauca,Cravo Norte,81220,Hombre,38
Arauca,Cravo Norte,81220,Mujer,33
Arauca,Cravo Norte,81220,NoReporta,1
Arauca,Fortul,81300,Hombre,28
Arauca,Fortul,81300,Mujer,37
Arauca,Puerto Rondón,81591,Hombre,45
Arauca,Puerto Rondón,81591,Mujer,27
Arauca,Saravena,81736,Hombre,98
Arauca,Saravena,81736,Mujer,79
Arauca,Tame,81794,Hombre,279
Arauca,Tame,81794,Mujer,231
Arauca,Tame,81794,Privada,3
Atlántico,Baranoa,8078,Hombre,5
Atlántico,Baranoa,8078,Mujer,1
Atlántico,Barranquilla,8001,Hombre,100
Atlántico,Barranquilla,8001,Mujer,54
Atlántico,Campo De La Cruz,8137,Mujer,1
Atlántico,Candelaria,8141,Mujer,1
Atlántico,Galapa,8296,Hombre,2
Atlántico,Galapa,8296,Mujer,6
Atlántico,Juan De Acosta,8372,Hombre,2
Atlántico,Juan De Acosta,8372,Mujer,3
Atlántico,Luruaco,8421,Hombre,8
Atlántico,Luruaco,8421,Mujer,3
Atlántico,Malambo,8433,Hombre,6
Atlántico,Malambo,8433,Mujer,3
Atlántico,Manatí,8436,Hombre,12
Atlántico,Palmar De Varela,8520,Hombre,2
Atlántico,Piojó,8549,Hombre,50
Atlántico,Piojó,8549,Mujer,37
Atlántico,Piojó,8549,Privada,1
Atlántico,Polonuevo,8558,Hombre,4
Atlántico,Polonuevo,8558,Mujer,1
Atlántico,Ponedera,8560,Hombre,48
Atlántico,Ponedera,8560,Mujer,46
Atlántico,Puerto Colombia,8573,Hombre,2
Atlántico,Puerto Colombia,8573,Mujer,7
Atlántico,Repelón,8606,Hombre,20
Atlántico,Repelón,8606,Mujer,18
Atlántico,Sabanagrande,8634,Hombre,2
Atlántico,Sabanagrande,8634,Mujer,2
Atlántico,Sabanalarga,8638,Hombre,11
Atlántico,Sabanalarga,8638,Mujer,10
Atlántico,Santo Tomás,8685,Mujer,2
Atlántico,Soledad,8758,Hombre,7
Atlántico,Soledad,8758,Mujer,16
Atlántico,Suan,8770,Hombre,1
Atlántico,Suan,8770,Mujer,1
Atlántico,Tubará,8832,Hombre,28
Atlántico,Tubará,8832,Mujer,39
Atlántico,Tubará,8832,NoReporta,1
Atlántico,Usiacurí,8849,Hombre,1
Bogotá D.C.,Bogotá,11001,Hombre,188
Bogotá D.C.,Bogotá,11001,Mujer,157
Bogotá D.C.,Bogotá,11001,NoReporta,3
Bogotá D.C.,Bogotá,11001,Privada,3
Bolívar,Achí,13006,Hombre,78
Bolívar,Achí,13006,Mujer,35
Bolívar,Altos Del Rosario,13030,Hombre,24
Bolívar,Altos Del Rosario,13030,Mujer,19
Bolívar,Arenal,13042,Hombre,18
Bolívar,Arenal,13042,Mujer,17
Bolívar,Arjona,13052,Hombre,92
Bolívar,Arjona,13052,Mujer,32
Bolívar,Arroyohondo,13062,Hombre,11
Bolívar,Arroyohondo,13062,Mujer,3
Bolívar,Barranco De Loba,13074,Hombre,34
Bolívar,Barranco De Loba,13074,Mujer,26
Bolívar,Calamar,13140,Hombre,94
Bolívar,Calamar,13140,Mujer,25
Bolívar,Calamar,13140,NoReporta,1
Bolívar,Cantagallo,13160,Hombre,70
Bolívar,Cantagallo,13160,Mujer,46
Bolívar,Cartagena,13001,Hombre,79
Bolívar,Cartagena,13001,Mujer,23
Bolívar,Cartagena,13001,NoReporta,99
Bolívar,Cicuco,13188,Hombre,1
Bolívar,Clemencia,13222,Hombre,18
Bolívar,Clemencia,13222,Mujer,12
Bolívar,Córdoba,13212,Hombre,195
Bolívar,Córdoba,13212,Mujer,67
Bolívar,El Carmen De Bolívar,13244,Hombre,1677
Bolívar,El Carmen De Bolívar,13244,Mujer,771
Bolívar,El Carmen De Bolívar,13244,NoReporta,1
Bolívar,El Carmen De Bolívar,13244,Privada,1
Bolívar,El Guamo,13248,Hombre,31
Bolívar,El Guamo,13248,Mujer,21
Bolívar,El Guamo,13248,NoReporta,1
Bolívar,El Peñón,13268,Hombre,2
Bolívar,El Peñón,13268,Mujer,4
Bolívar,Hatillo De Loba,13300,Hombre,30
Bolívar,Hatillo De Loba,13300,Mujer,1
Bolívar,Magangué,13430,Hombre,14
Bolívar,Magangué,13430,Mujer,12
Bolívar,Mahates,13433,Hombre,30
Bolívar,Mahates,13433,Mujer,16
Bolívar,María La Baja,13442,Hombre,280
Bolívar,María La Baja,13442,Mujer,153
Bolívar,María La Baja,13442,NoReporta,1
Bolívar,Mompós,13468,Hombre,13
Bolívar,Mompós,13468,Mujer,3
Bolívar,Montecristo,13458,Hombre,54
Bolívar,Montecristo,13458,Mujer,38
Bolívar,Morales,13473,Hombre,70
Bolívar,Morales,13473,Mujer,41
Bolívar,Morales,13473,Privada,1
Bolívar,Norosí,13490,Hombre,22
Bolívar,Norosí,13490,Mujer,10
Bolívar,Pinillos,13549,Hombre,14
Bolívar,Pinillos,13549,Mujer,9
Bolívar,Regidor,13580,Hombre,23
Bolívar,Regidor,13580,Mujer,15
Bolívar,Río Viejo,13600,Hombre,27
Bolívar,Río Viejo,13600,Mujer,24
Bolívar,San Cristóbal,13620,Hombre,8
Bolívar,San Cristóbal,13620,Mujer,4
Bolívar,San Estanislao,13647,Hombre,39
Bolívar,San Estanislao,13647,Mujer,12
Bolívar,San Fernando,13650,Hombre,1
Bolívar,San Jacinto,13654,Hombre,693
Bolívar,San Jacinto,13654,Mujer,355
Bolívar,San Jacinto Del Cauca,13655,Hombre,37
Bolívar,San Jacinto Del Cauca,13655,Mujer,17
Bolívar,San Jacinto Del Cauca,13655,Privada,2
Bolívar,San Juan Nepomuceno,13657,Hombre,430
Bolívar,San Juan Nepomuceno,13657,Mujer,128
Bolívar,San Juan Nepomuceno,13657,NoReporta,1
Bolívar,San Juan Nepomuceno,13657,Privada,1
Bolívar,San Martín De Loba,13667,Hombre,63
Bolívar,San Martín De Loba,13667,Mujer,31
Bolívar,San Pablo,13670,Hombre,140
Bolívar,San Pablo,13670,Mujer,184
Bolívar,San Pablo,13670,NoReporta,1
Bolívar,Santa Catalina,13673,Hombre,8
Bolívar,Santa Catalina,13673,Mujer,3
Bolívar,Santa Rosa,13683,Hombre,8
Bolívar,Santa Rosa,13683,Mujer,10
Bolívar,Santa Rosa,13683,NoReporta,1
Bolívar,Santa Rosa Del Sur,13688,Hombre,71
Bolívar,Santa Rosa Del Sur,13688,Mujer,54
Bolívar,Simití,13744,Hombre,97
Bolívar,Simití,13744,Mujer,93
Bolívar,Simití,13744,Privada,1
Bolívar,Soplaviento,13760,Hombre,2
Bolívar,Soplaviento,13760,Mujer,1
Bolívar,Talaigua Nuevo,13780,Hombre,2
Bolívar,Talaigua Nuevo,13780,Mujer,3
Bolívar,Tiquisio,13810,Hombre,75
Bolívar,Tiquisio,13810,Mujer,34
Bolívar,Turbaco,13836,Hombre,46
Bolívar,Turbaco,13836,Mujer,18
Bolívar,Turbaná,13838,Hombre,20
Bolívar,Turbaná,13838,Mujer,14
Bolívar,Villanueva,13873,Hombre,83
Bolívar,Villanueva,13873,Mujer,26
Bolívar,Villanueva,13873,NoReporta,1
Bolívar,Zambrano,13894,Hombre,241
Bolívar,Zambrano,13894,Mujer,100
Boyacá,Almeida,15022,Hombre,2
Boyacá,Aquitania,15047,Hombre,19
Boyacá,Aquitania,15047,Mujer,23
Boyacá,Arcabuco,15051,Hombre,1
Boyacá,Belén,15087,Hombre,1
Boyacá,Berbeo,15090,Hombre,8
Boyacá,Boavita,15097,Hombre,1
Boyacá,Briceño,15106,Hombre,2
Boyacá,Briceño,15106,Mujer,4
Boyacá,Buenavista,15109,Mujer,1
Boyacá,Caldas,15131,Hombre,1
Boyacá,Caldas,15131,Mujer,1
Boyacá,Campohermoso,15135,Hombre,2
Boyacá,Campohermoso,15135,Mujer,2
Boyacá,Chiquinquirá,15176,Hombre,1
Boyacá,Chiquinquirá,15176,Mujer,2
Boyacá,Chiscas,15180,Hombre,7
Boyacá,Chiscas,15180,Mujer,7
Boyacá,Chita,15183,Hombre,4
Boyacá,Chita,15183,Mujer,18
Boyacá,Chitaraque,15185,Mujer,1
Boyacá,Chivor,15236,Hombre,15
Boyacá,Chivor,15236,Mujer,4
Boyacá,Covarachía,15218,Mujer,1
Boyacá,Cubará,15223,Hombre,13
Boyacá,Cubará,15223,Mujer,12
Boyacá,Cuítiva,15226,Hombre,8
Boyacá,El Cocuy,15244,Hombre,2
Boyacá,El Cocuy,15244,Mujer,4
Boyacá,El Espino,15248,Hombre,4
Boyacá,El Espino,15248,Mujer,4
Boyacá,Floresta,15276,Hombre,1
Boyacá,Gachantivá,15293,Hombre,1
Boyacá,Gachantivá,15293,Mujer,1
Boyacá,Guacamayas,15317,Mujer,1
Boyacá,Guateque,15322,Hombre,7
Boyacá,Guateque,15322,Mujer,1
Boyacá,Guayatá,15325,Mujer,4
Boyacá,Guouicán,15332,Hombre,13
Boyacá,Guouicán,15332,Mujer,1
Boyacá,Jenesano,15367,Hombre,0
Boyacá,Jericó,15368,Hombre,3
Boyacá,Jericó,15368,Mujer,1
Boyacá,La Victoria,15401,Hombre,3
Boyacá,La Victoria,15401,Mujer,1
Boyacá,Labranzagrande,15377,Hombre,24
Boyacá,Labranzagrande,15377,Mujer,26
Boyacá,Macanal,15425,Hombre,1
Boyacá,Macanal,15425,Mujer,3
Boyacá,Maripí,15442,Hombre,4
Boyacá,Maripí,15442,Mujer,2
Boyacá,Miraflores,15455,Hombre,6
Boyacá,Miraflores,15455,Mujer,8
Boyacá,Mongua,15464,Hombre,6
Boyacá,Mongua,15464,Mujer,1
Boyacá,Moniquirá,15469,Hombre,1
Boyacá,Muzo,15480,Hombre,10
Boyacá,Muzo,15480,Mujer,9
Boyacá,Otanche,15507,Hombre,24
Boyacá,Otanche,15507,Mujer,18
Boyacá,Páez,15514,Hombre,46
Boyacá,Páez,15514,Mujer,31
Boyacá,Paipa,15516,Hombre,6
Boyacá,Paipa,15516,Mujer,0
Boyacá,Pajarito,15518,Hombre,33
Boyacá,Pajarito,15518,Mujer,8
Boyacá,Panqueba,15522,Hombre,1
Boyacá,Pauna,15531,Hombre,7
Boyacá,Pauna,15531,Mujer,10
Boyacá,Paya,15533,Hombre,12
Boyacá,Paya,15533,Mujer,22
Boyacá,Pesca,15542,Hombre,4
Boyacá,Pesca,15542,Mujer,2
Boyacá,Pisba,15550,Hombre,2
Boyacá,Pisba,15550,Mujer,7
Boyacá,Puerto Boyacá,15572,Hombre,41
Boyacá,Puerto Boyacá,15572,Mujer,34
Boyacá,Quípama,15580,Hombre,9
Boyacá,Quípama,15580,Mujer,18
Boyacá,Ramiriquí,15599,Hombre,1
